id,code,uic,name_short,name_medium,name_long,slug,country,type,geo_lat,geo_lng
266,HT,8400319,"Den Bosch",'s-Hertogenbosch,'s-Hertogenbosch,s-hertogenbosch,NL,knooppuntIntercitystation,51.69048,5.29362
269,HTO,8400320,"Dn Bosch O","'s-Hertogenb. O.","'s-Hertogenbosch Oost",s-hertogenbosch-oost,NL,stoptreinstation,51.700553894043,5.3183331489563
227,HDE,8400388,"'t Harde","'t Harde","'t Harde",t-harde,NL,stoptreinstation,52.4091682,5.893611
51,ATN,8400045,Aalten,Aalten,Aalten,aalten,NL,stoptreinstation,51.921326524551,6.5786272287369
5,AC,8400047,Abcoude,Abcoude,Abcoude,abcoude,NL,stoptreinstation,52.2785,4.977
14,AKM,8400049,Akkrum,Akkrum,Akkrum,akkrum,NL,stoptreinstation,53.046390533447,5.843611240387
26,AMR,8400050,Alkmaar,Alkmaar,Alkmaar,alkmaar,NL,knooppuntIntercitystation,52.63777923584,4.7397222518921
28,AMRN,8400052,"Alkmaar N","Alkmaar N.","Alkmaar Noord",alkmaar-noord,NL,stoptreinstation,52.643890380859,4.7641668319702
25,AML,8400051,Almelo,Almelo,Almelo,almelo,NL,knooppuntIntercitystation,52.358055114746,6.6538887023926
27,AMRI,8400520,"de Riet","de Riet","Almelo de Riet",almelo-de-riet,NL,stoptreinstation,52.341945648193,6.6666665077209
18,ALMB,8400081,Buiten,Buiten,"Almere Buiten",almere-buiten,NL,stoptreinstation,52.394165039062,5.2780556678772
17,ALM,8400080,"Almere C","Almere C.","Almere Centrum",almere-centrum,NL,knooppuntIntercitystation,52.37503,5.21764
19,ALMM,8400082,Muziekwijk,Muziekwijk,"Almere Muziekwijk",almere-muziekwijk,NL,stoptreinstation,52.367500305176,5.1902775764465
20,ALMO,8400226,Oostvaard,Oostvaarders,"Almere Oostvaarders",almere-oostvaarders,NL,stoptreinstation,52.403331756592,5.3005557060242
21,ALMP,8400104,Parkwijk,Parkwijk,"Almere Parkwijk",almere-parkwijk,NL,stoptreinstation,52.376667022705,5.244722366333
680,AMPO,8400450,Poort,Poort,"Almere Poort",almere-poort,NL,stoptreinstation,52.342778,5.151944
36,APN,8400053,Alphen,"Alphen a/d Rijn","Alphen a/d Rijn",alphen-a-d-rijn,NL,knooppuntIntercitystation,52.124443054199,4.6577777862549
23,AMF,8400055,"Amersfrt C","Amersfoort C.","Amersfoort Centraal",amersfoort-centraal,NL,knooppuntIntercitystation,52.153888702393,5.3705554008484
24,AMFS,8400054,Schothorst,Schothorst,"Amersfoort Schothorst",amersfoort-schothorst,NL,stoptreinstation,52.174822137451,5.4038887023926
54,AVAT,8400228,Vathorst,Vathorst,"Amersfoort Vathorst",amersfoort-vathorst,NL,stoptreinstation,52.192779541016,5.4338889122009
40,ASA,8400057,Amstel,Amstel,"Amsterdam Amstel",amsterdam-amstel,NL,intercitystation,52.346668243408,4.9177780151367
41,ASB,8400074,"Bijlmer A","Bijlmer ArenA","Amsterdam Bijlmer ArenA",amsterdam-bijlmer-arena,NL,knooppuntStoptreinstation,52.3122215271,4.9469442367554
43,ASD,8400058,"Amsterdm C","Amsterdam C.","Amsterdam Centraal",amsterdam-centraal,NL,megastation,52.378887176514,4.9002776145935
47,ASHD,8400231,Holendrcht,Holendrecht,"Amsterdam Holendrecht",amsterdam-holendrecht,NL,stoptreinstation,52.29844,4.95972
44,ASDL,8400079,Lelylaan,Lelylaan,"Amsterdam Lelylaan",amsterdam-lelylaan,NL,stoptreinstation,52.357776641846,4.8338890075684
45,ASDM,8400060,Muiderprt,Muiderpoort,"Amsterdam Muiderpoort",amsterdam-muiderpoort,NL,stoptreinstation,52.360553741455,4.9311113357544
393,RAI,8400056,RAI,RAI,"Amsterdam RAI",amsterdam-rai,NL,stoptreinstation,52.337223052979,4.8902778625488
48,ASSP,8400235,Scienceprk,"Science Park","Amsterdam Science Park",amsterdam-science-park,NL,stoptreinstation,52.35526,4.94651
50,ASS,8400059,Sloterdijk,Sloterdijk,"Amsterdam Sloterdijk",amsterdam-sloterdijk,NL,knooppuntIntercitystation,52.388889312744,4.8377776145935
738,VMW,8400078,"vd Madeweg","Van der Madeweg","Amsterdam Van der Madeweg",amsterdam-van-der-madeweg,NL,facultatiefStation,52.330134,4.92975
46,ASDZ,8400061,"Amsterdm Z","Amsterdam Z.","Amsterdam Zuid",amsterdam-zuid,NL,intercitystation,52.338889,4.872356
29,ANA,8400065,"Anna Paulo","Anna Paulowna","Anna Paulowna",anna-paulowna,NL,stoptreinstation,52.867221832275,4.8111109733581
31,APD,8400066,Apeldoorn,Apeldoorn,Apeldoorn,apeldoorn,NL,knooppuntIntercitystation,52.209167480469,5.9702777862549
32,APDM,8400233,"De Maten","De Maten","Apeldoorn De Maten",apeldoorn-de-maten,NL,stoptreinstation,52.205276489258,6.0005555152893
33,APDO,8400229,Osseveld,Osseveld,"Apeldoorn Osseveld",apeldoorn-osseveld,NL,stoptreinstation,52.215278625488,6.0044445991516
34,APG,8400067,Appingedam,Appingedam,Appingedam,appingedam,NL,stoptreinstation,53.3258135,6.8619577
